Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
11449,JBP-SVDK EXP,15,NZM,HAZRAT NIZAM,22:15:00,22:35:00,883,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,16,NDLS,NEW DELHI,23:00:00,0:10:00,891,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,17,DKZ,DELHI-KISHAN,0:26:00,0:28:00,895,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,18,SSB,SHAKUR BASTI,0:42:00,0:44:00,902,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,19,BGZ,BAHADURGARH,1:00:00,1:02:00,922,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,20,ROK,ROHTAK JN.,1:37:00,1:40:00,962,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,21,JIND,JIND JN,2:35:00,2:40:00,1019,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,22,NRW,NARWANA JN.,3:06:00,3:08:00,1053,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,23,JHL,JAKHAL JN.,4:00:00,4:05:00,1091,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,24,SFMU,SUNAM,4:42:00,4:44:00,1129,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,25,SAG,SANGRUR,4:56:00,4:58:00,1141,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,26,DUI,DHURI JN.,5:30:00,5:35:00,1157,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,27,LDH,LUDHIANA JN.,7:00:00,7:10:00,1219,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,28,JRC,JALANDHAR CA,8:10:00,8:15:00,1271,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,29,DZA,DASUA,9:06:00,9:08:00,1329,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,30,PTKC,PATHANKOT CA,10:15:00,10:20:00,1384,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,31,KTHU,KATHUA,10:58:00,11:00:00,1407,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,32,JAT,JAMMU TAWI,13:00:00,13:10:00,1483,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,33,UHP,UDHAMPUR,14:10:00,14:15:00,1536,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
11449,JBP-SVDK EXP,34,SVDK,SHRI MATA VA,15:20:00,15:20:00,1561,JBP,JABALPUR,SVDK,SHRI MATA VAISHNO DEVI KATRA
13145,KOLKATA RADH,1,KOAA,KOLKATA,19:30:00,19:30:00,0,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,2,NH,NAIHATI JN.,20:28:00,20:30:00,33,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,3,BDC,BANDEL JN.,20:52:00,20:54:00,42,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,4,ABKA,AMBIKA KALNA,21:26:00,21:27:00,84,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,5,NDAE,NABADWIP DHA,21:52:00,21:54:00,107,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,6,KWAE,KATWA JN.,22:57:00,23:02:00,147,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,7,SALE,SALAR,23:19:00,23:20:00,164,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,8,KGLE,KHAGRAGHAT R,0:02:00,0:03:00,205,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,9,AZ,AZIMGANJ JN.,0:35:00,0:45:00,219,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,10,JRLE,JANGIPUR ROA,1:14:00,1:15:00,255,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,11,DGLE,DHULIAN GANG,1:43:00,1:44:00,284,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,12,NFK,NEW FARAKKA,2:25:00,2:30:00,297,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,13,MLDT,MALDA TOWN,3:25:00,3:40:00,332,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,14,SM,SAMSI,4:09:00,4:11:00,366,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,15,BKRD,BHALUKA ROAD,4:21:00,4:23:00,377,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,16,HCR,HARISHCHANDR,4:32:00,4:34:00,387,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,17,BOE,BARSOI JN.,5:07:00,5:12:00,420,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,18,RGJ,RAIGANJ,5:35:00,5:45:00,441,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,19,KAJ,KALIYAGANJ,6:20:00,6:22:00,461,KOAA,KOLKATA,RDP,RADHIKAPUR
13145,KOLKATA RADH,20,RDP,RADHIKAPUR,6:50:00,6:50:00,473,KOAA,KOLKATA,RDP,RADHIKAPUR
15227,YPR-MFP EXP,1,YPR,YESVANTPUR J,23:55:00,23:55:00,0,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15227,YPR-MFP EXP,2,KJM,KRISHNA RAJA,0:33:00,0:35:00,17,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15227,YPR-MFP EXP,3,BWT,BANGARPET JN,1:28:00,1:30:00,73,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15227,YPR-MFP EXP,4,JTJ,JOLARPETTAI,4:15:00,4:25:00,151,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15227,YPR-MFP EXP,5,KPD,KATPADI JN,6:30:00,7:10:00,235,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15227,YPR-MFP EXP,6,AJJ,ARAKKONAM JN,8:03:00,8:05:00,296,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15227,YPR-MFP EXP,7,MAS,CHENNAI CENT,9:30:00,10:00:00,364,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15227,YPR-MFP EXP,8,BZA,VIJAYWADA JN,16:45:00,17:00:00,794,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
15227,YPR-MFP EXP,9,RJY,RAJAHMUNDRY,19:10:00,19:12:00,943,YPR,YESVANTPUR JN.,MFP,MUZAFFARPUR JN.
